person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
matthewgriffith,GB46VLEH71628664395607,amex,180039101430411,2025-06-20 18:32:58,FirstCry,Health,20963.85,INR,UPI,Laurenmouth,Withdrawal,December,Declined
hillseth,GB32IPYB03488874417032,VISA,6537480199329643,2025-10-16 14:19:58,Infiniti Retail Ltd,Travel,23021.51,INR,Credit Card,New Kathyhaven,Refund,April,Pending
hgarrison,GB71YSRX84458041586399,rupay,30518842827383,2025-08-11 03:25:45,Marks & Spencer India,Health,49455.23,INR,UPI,West Mariahburgh,Refund,September,Pending
kristinpatel,GB93NPDL00127758260304,Mastercard,4068869799617781,2025-04-09 03:37:29,Infiniti Retail Ltd,Dining,68808.38,INR,NEFT,Marialand,Purchase,February,Declined
bjoseph,GB54ALCM82392277187313,VISA,4499177595396306,2025-05-31 04:54:02,BabyChakra,Health,6828.18,INR,Bank Transfer,Michaelmouth,Withdrawal,February,Approved
vblair,GB64LXLP35998415785790,amex,2298055948120382,2025-12-14 07:24:35,IKEA India,Health,98792.54,INR,NEFT,South Toddport,Purchase,October,Reversed
jaredbecker,GB37UUUC54102383471948,Mastercard,6580924483322174,2025-06-03 14:35:05,Titan Company,Dining,16147.18,INR,Mobile Payment,Port Darlenetown,Purchase,June,Pending
connorpaul,GB31YHOY48042003990000,Mastercard,4245472512398,2025-11-16 03:14:36,Spencer’s Retail,Travel,32308.94,INR,NEFT,Willieport,Purchase,December,Declined
paynekristen,GB05XPKD22674684256834,Discover,585755515764,2025-06-30 18:42:56,Westside,Grocery,63574.64,INR,Bank Transfer,Autumnburgh,Withdrawal,December,Pending
connergary,GB41RBKQ18812785252872,American Express,4875565337852251,2025-11-10 02:18:46,Flipkart,Clothing,29431.78,INR,Mobile Payment,Port Johnhaven,Withdrawal,July,Pending
marksalfred,GB93TVCH20852678763893,Mastercard,2335267149582485,2025-06-06 23:02:38,DMart,Dining,74209.18,INR,Mobile Payment,Kimbury,Deposit,October,Approved
fergusonbrandon,GB19FMJS02058417848989,VISA,30334805686406,2025-07-08 10:48:54,Reliance Retail,Health,67482.65,INR,Debit Card,Mcgeeton,Withdrawal,September,Declined
carterdarren,GB97KPWQ57024195774120,VISA,180057377116639,2025-01-01 17:40:08,Reliance Digital,Health,43899.65,INR,Credit Card,Douglasborough,Purchase,February,Declined
sabrinabutler,GB80GCTS62460269479329,chhupay,580013007134,2025-12-24 04:01:36,Foodhall,Clothing,3548.60,INR,Mobile Payment,Jessicastad,Withdrawal,June,Pending
christina13,GB40TRSO96350292352776,Discover,30288291161144,2025-06-03 01:16:44,BabyChakra,Electronics,39908.43,INR,UPI,Port Erikatown,Deposit,May,Approved
andrewcunningham,GB29FEWP34798376359852,amex,576019973857,2025-11-06 02:39:30,Marks & Spencer India,Clothing,94555.01,INR,Credit Card,Jessicashire,Withdrawal,March,Declined
lewisadam,GB64NNAC90439369172284,amex,4442953876547,2025-06-10 16:15:14,Big Bazaar,Grocery,49634.56,INR,NEFT,North Frances,Purchase,July,Declined
gmcdowell,GB76RSLJ91243619219612,amex,213156533404342,2025-07-20 00:02:25,Future Group,Dining,16214.09,INR,Debit Card,North Leonardstad,Deposit,September,Declined
susan52,GB83ZBCG43461080150066,rupay,4293588933853840,2025-01-10 21:03:20,Big Bazaar,Dining,64862.77,INR,RTGS,Sweeneytown,Deposit,April,Approved
johnstonbenjamin,GB78JEMB72499339298107,VISA,6559811042335747,2025-07-13 20:20:27,Zivame,Dining,7001.17,INR,Credit Card,West Johnport,Withdrawal,March,Declined
joseph28,GB41NRCS35935851810535,saphiro,2222176834606382,2025-03-26 04:36:27,ShopClues,Health,69121.57,INR,NEFT,South Briannaberg,Withdrawal,July,Reversed
margaretlopez,GB78BUFN81705279554295,rupay,4160637296713677,2025-12-20 00:34:40,Pantaloons,Clothing,57369.64,INR,Bank Transfer,Smithburgh,Refund,April,Declined
davidramirez,GB23UNLH01227217088386,VISA,5455998379619863,2025-09-27 09:34:15,Decathlon India,Grocery,91996.35,INR,Credit Card,Port Danielleburgh,Withdrawal,June,Pending
nashlaura,GB97HWBZ13975710157232,American Express,38909866176405,2025-05-05 08:12:36,V-Mart Retail Ltd,Clothing,34429.12,INR,Mobile Payment,Farleyside,Refund,November,Pending
sharpjill,GB65XFMU90425080231112,Diners Club,4234693491989353580,2025-03-13 18:11:00,Marks & Spencer India,Clothing,40577.87,INR,Mobile Payment,Seanside,Purchase,April,Declined
robinnguyen,GB27ZEEA10865036186566,amex,2720520839704279,2025-11-10 06:41:59,Reliance Digital,Electronics,1072.84,INR,UPI,Lucasberg,Purchase,December,Approved
amanda05,GB31OEZP23907569637144,chhupay,2278237669202003,2025-06-29 23:33:50,Spar Hypermarket,Dining,31087.33,INR,Mobile Payment,North Elizabethborough,Deposit,August,Reversed
ryan12,GB04AAAG12520291089367,American Express,4348955714424213,2025-07-03 00:10:18,Nilgiris,Health,35859.81,INR,NEFT,Stevenhaven,Refund,April,Reversed
shaun58,GB30VLEK26604028240986,American Express,213160080909869,2025-04-10 22:28:10,Shoppers Stop,Grocery,45302.12,INR,Credit Card,Brettfort,Withdrawal,November,Declined
john26,GB33ROFU47820862629172,Discover,4858208674066,2025-07-17 17:51:38,Shoppers Stop,Grocery,73823.65,INR,Credit Card,New Amyport,Purchase,May,Reversed
danielruiz,GB14QOEJ13300697011830,rupay,6553252208415831,2025-09-15 01:06:34,Tata CLiQ,Dining,62331.61,INR,UPI,Laurenstad,Refund,March,Declined
xgarrett,GB66BPOS78782182788054,chhupay,3567391741681763,2025-01-19 16:42:26,CaratLane,Clothing,75347.99,INR,Debit Card,Bradleyview,Refund,July,Pending
martinezkathleen,GB05KARU08839715273085,Maestro,3558258432226862,2025-01-21 11:28:33,JioMart,Clothing,74772.53,INR,Mobile Payment,Johnsonton,Withdrawal,August,Approved
hmaldonado,GB88UKGR30632339332104,Maestro,501827550358,2025-03-11 22:42:43,JioMart,Dining,12138.93,INR,UPI,Kennedyland,Refund,February,Reversed
wcarlson,GB39KPXK21108120804810,Diners Club,585755515764,2025-04-03 09:47:48,Future Group,Dining,71964.07,INR,Debit Card,West Joshua,Deposit,August,Approved
davidcox,GB90OQOJ95419575039296,VISA,4870900592660,2025-08-29 11:55:19,Titan Company,Health,15488.12,INR,NEFT,Millerfort,Refund,March,Approved
kristinsmith,GB07OWOW13695434156915,Mastercard,180006519064900,2025-06-05 12:04:52,Avenue Supermarts,Travel,66331.45,INR,UPI,New Paulbury,Withdrawal,August,Declined
charles23,GB61FZXH83990332848947,amex,4891125606115022222,2025-02-24 05:39:35,JioMart,Dining,36764.01,INR,Credit Card,Port Heather,Withdrawal,January,Pending
michael73,GB05QZMM63247874495992,saphiro,3573299654397172,2025-08-07 13:53:46,Pepperfry,Travel,46948.14,INR,Bank Transfer,Schroedermouth,Deposit,December,Approved
yfields,GB53AZSN68195049906888,saphiro,30288291161144,2025-01-20 00:55:18,Snapdeal,Health,88445.48,INR,UPI,Port Thomas,Deposit,March,Reversed
yweber,GB42MYNJ98523794261693,Maestro,5315304851963491,2025-05-03 11:26:05,CaratLane,Travel,77883.26,INR,Bank Transfer,Lake Wendy,Refund,October,Pending
housebrittany,GB02ZWMI41252058143052,Maestro,2691097528828854,2025-05-11 11:17:05,V-Mart Retail Ltd,Health,10855.45,INR,Debit Card,West Dominiquechester,Deposit,August,Reversed
sharpjill,GB83ZIJN83308147436957,Discover,213178379941393,2025-07-23 04:00:29,FirstCry,Electronics,95387.85,INR,RTGS,Karenside,Withdrawal,October,Approved
matthew20,GB26GBBR64417072232257,rupay,3513069450575534,2025-03-10 21:29:03,BigBasket,Travel,89746.48,INR,NEFT,New Trevor,Deposit,March,Declined
savannah35,GB28MQVR18473986226363,Mastercard,375926053508977,2025-07-28 08:51:43,Amazon India,Electronics,88137.40,INR,NEFT,Colleenport,Purchase,July,Declined
joseph73,GB37YTDS95549600259791,Mastercard,4572868176868292858,2025-06-27 08:43:40,Spencer’s Retail,Clothing,81630.14,INR,Credit Card,Fisherport,Deposit,April,Reversed
jennifer56,GB61VYCO27013457118343,Diners Club,3508716544884812,2025-08-15 06:59:58,Nykaa,Clothing,73554.74,INR,Credit Card,South Heatherfurt,Deposit,May,Approved
rachel50,GB24OZTI89372363614110,rupay,4496723509937,2025-06-05 02:01:35,Amazon India,Clothing,73039.22,INR,Credit Card,Rebeccabury,Withdrawal,December,Approved
kyoung,GB59WMFR91120405986789,Diners Club,4651135269624733593,2025-03-31 23:14:19,Myntra,Clothing,53423.84,INR,Debit Card,Allisonside,Purchase,July,Declined
gutierrezlaurie,GB38MCOX39710171475667,amex,4549925463400731059,2025-03-19 22:43:23,DMart,Travel,84315.49,INR,NEFT,Port Helentown,Refund,August,Declined
kylegarcia,GB75GQZU42932192209422,American Express,4529665100080135419,2025-05-31 10:51:41,BigBasket,Grocery,87089.60,INR,Credit Card,East Justin,Deposit,June,Approved
michaelvelazquez,GB97OVPM73196296433116,rupay,30271042183880,2025-08-04 12:46:12,Decathlon India,Grocery,40297.13,INR,Mobile Payment,Rossberg,Deposit,June,Reversed
jacobsonmichelle,GB66DZPB79531646105007,amex,30039390502674,2025-10-04 09:15:51,Snapdeal,Clothing,76175.38,INR,Credit Card,Port Michael,Refund,April,Approved
collinsalison,GB08NNVX82200642711934,rupay,2718676194240566,2025-08-05 01:46:20,HyperCity,Dining,39455.20,INR,UPI,Marctown,Purchase,October,Reversed
ashley30,GB28GCFZ29156686859110,saphiro,180065327977174,2025-06-28 04:01:50,BigBasket,Clothing,80200.51,INR,Debit Card,Lindseyview,Withdrawal,June,Reversed
cliffordwells,GB90OYYG88660563550232,rupay,38744169234381,2025-12-03 18:57:30,Infiniti Retail Ltd,Dining,50807.89,INR,Debit Card,West Joshua,Withdrawal,August,Declined
darrenraymond,GB97AGTB79281024069519,saphiro,4972887706647548,2025-04-03 19:19:11,Urban Ladder,Travel,6082.16,INR,NEFT,Patrickton,Deposit,May,Pending
mariataylor,GB67TFPJ40625565147149,VISA,4273029256723,2025-10-29 22:59:34,Bewakoof,Clothing,79684.07,INR,NEFT,Reynoldsbury,Purchase,May,Approved
gabriellamason,GB69YLWN30394221969086,saphiro,4169226622743,2025-05-04 12:07:00,Reliance Digital,Electronics,10875.58,INR,RTGS,Hernandezville,Withdrawal,April,Approved
qwheeler,GB52JCCX95879748129728,VISA,4754040616185498,2025-08-26 17:32:06,Metro Cash & Carry India,Travel,29258.94,INR,Credit Card,East Sonyaborough,Deposit,February,Declined
grahamderrick,GB63JREP87325930250099,VISA,4943085850908065,2025-11-14 06:43:26,Brand Factory,Clothing,69527.21,INR,UPI,Melissaborough,Deposit,August,Reversed
fernandofriedman,GB77IUMV23772990452404,chhupay,378130841396285,2025-07-18 00:48:03,BigBasket,Electronics,61873.52,INR,RTGS,South Stacyshire,Withdrawal,December,Approved
daviddouglas,GB57GLKM74361118064517,amex,4567349819827500,2025-01-04 06:42:22,Aditya Birla Retai,Health,17361.77,INR,Debit Card,Carlsonville,Purchase,December,Reversed
bsimmons,GB09WBLN53973229678456,Diners Club,2400294092727982,2025-05-07 04:52:47,Big Bazaar,Dining,54505.27,INR,Debit Card,Port Kevin,Withdrawal,December,Reversed
jason45,GB55XRTX15403027947831,Discover,4274723583788359,2025-05-05 02:10:35,V-Mart Retail Ltd,Electronics,23674.51,INR,Mobile Payment,Douglasville,Refund,August,Declined
breyes,GB05IYLB14601718291049,American Express,4294903270351382,2025-08-25 07:18:28,Reliance Retail,Travel,87544.98,INR,Credit Card,South Robert,Withdrawal,May,Declined
rebeccaevans,GB26DVRI44760343565476,VISA,30134194233004,2025-04-22 12:01:17,BabyChakra,Travel,85101.16,INR,Mobile Payment,South Gailport,Deposit,January,Declined
macdonaldcarmen,GB68YVTD20319510876974,saphiro,501839762793,2025-03-23 08:18:20,Trends,Clothing,22210.48,INR,RTGS,Dianeshire,Withdrawal,July,Pending
xgarrett,GB93JKMA11793660978397,Mastercard,180070281833777,2025-06-09 04:26:07,Decathlon India,Health,37765.49,INR,Bank Transfer,Alexabury,Purchase,July,Declined
sheryl44,GB59WQRA82642417552353,Discover,180048785121899,2025-12-07 20:16:46,Infiniti Retail Ltd,Grocery,12935.70,INR,Debit Card,Richardstad,Refund,September,Approved
usolis,GB89MNSC17071897553228,VISA,213164028966817,2025-01-23 14:52:39,Infiniti Retail Ltd,Dining,66629.26,INR,Bank Transfer,South Anthonyland,Purchase,December,Pending
mosessamuel,GB03SPVO76633192923377,rupay,3597461558757859,2025-11-22 00:32:59,Bewakoof,Travel,50479.68,INR,Credit Card,South Cindy,Purchase,January,Reversed
sarah54,GB44CLFM70294573274184,Discover,4951171094511443133,2025-01-06 18:51:32,Bewakoof,Grocery,74100.90,INR,Debit Card,Rebeccatown,Refund,January,Declined
ashlee84,GB56CPMG75608803677437,Mastercard,3561881544843343,2025-03-01 02:27:49,Reliance Fresh,Electronics,82653.45,INR,NEFT,Clarkberg,Deposit,July,Reversed
hmosley,GB31JDWV16219857146510,American Express,180008897540386,2025-04-13 06:26:40,Fabindia,Travel,57789.06,INR,NEFT,Natalieside,Purchase,September,Approved
shaun58,GB52KQWN27470525099907,rupay,4193627342610,2025-01-19 07:30:57,IKEA India,Health,63614.01,INR,UPI,North Karina,Deposit,January,Pending
sharonavery,GB69YGXJ87697042155195,chhupay,4077470206408853,2025-10-19 06:28:35,Spar Hypermarket,Health,22752.99,INR,Bank Transfer,North Christinamouth,Refund,May,Reversed
aberry,GB67YHIT59450588041861,VISA,340352713682106,2025-08-19 23:06:36,BlueStone,Grocery,76296.95,INR,RTGS,East Douglas,Purchase,March,Declined
ubowman,GB25IVGU27066429980246,rupay,180040014507683,2025-11-05 15:53:48,DMart,Grocery,96104.95,INR,RTGS,Michaelfurt,Refund,May,Approved
phernandez,GB08ALWM41013236632072,amex,569536136512,2025-11-07 22:54:52,Flipkart,Travel,15787.14,INR,NEFT,Port Felicia,Refund,January,Approved
xevans,GB06KNRG64387879135292,saphiro,676220037813,2025-06-02 09:35:13,Myntra,Travel,70855.58,INR,UPI,Port Traceyborough,Withdrawal,December,Approved
dbradford,GB77AJOU59586746828370,Diners Club,2234796891999085,2025-03-06 19:04:07,Flipkart,Travel,70311.00,INR,RTGS,South Nicholas,Purchase,October,Approved
frankmccoy,GB76AACX90969623632574,rupay,6544559417050015,2025-11-16 02:42:07,Avenue Supermarts,Clothing,60483.91,INR,Debit Card,Lisaport,Refund,May,Pending
spencejamie,GB03OREC39264532094451,chhupay,639086665242,2025-09-21 06:18:30,BabyChakra,Grocery,39606.46,INR,Mobile Payment,Kimberlychester,Purchase,July,Reversed
salinaschase,GB67BFIJ92571434340432,saphiro,4119187890735553,2025-11-22 23:53:36,Brand Factory,Clothing,1886.78,INR,Credit Card,Sandovalside,Purchase,July,Reversed
boydjeffrey,GB60EQYB35934580378417,Maestro,4677259628801918,2025-07-29 04:08:28,Snapdeal,Travel,58378.02,INR,NEFT,Lake Amber,Withdrawal,April,Approved
richardszachary,GB58REGM86188656558268,VISA,4357088787797683,2025-07-02 10:36:46,Foodhall,Electronics,21035.41,INR,Credit Card,Stevenborough,Withdrawal,December,Pending
tyler59,GB56SAVJ41566788951729,Mastercard,4441971833324156,2025-11-23 08:27:24,Central,Grocery,47046.36,INR,UPI,South Jacqueline,Deposit,August,Reversed
mdavis,GB15WZSA16738073227829,American Express,060456458607,2025-04-01 21:49:29,Decathlon India,Travel,28691.01,INR,Mobile Payment,Andersonport,Purchase,February,Reversed
edward25,GB36QNYZ39589393336511,VISA,2305814607169903,2025-02-15 10:59:23,HyperCity,Electronics,76158.26,INR,Debit Card,West Albertfurt,Deposit,January,Reversed
mcdanielvanessa,GB21WYWM47352449592292,amex,4750229327413194729,2025-04-13 07:19:00,Nilgiris,Travel,34632.32,INR,Debit Card,Ramirezstad,Purchase,March,Reversed
nancy11,GB98TCZN90539983761105,VISA,060456458607,2025-07-08 06:35:12,Snapdeal,Health,94480.03,INR,Credit Card,Alvarezland,Refund,September,Pending
cindyguzman,GB36WSIA82560277007882,chhupay,2478272217371628,2025-01-05 06:43:25,Urban Ladder,Dining,52463.60,INR,RTGS,Cesarview,Purchase,August,Approved
joseph28,GB21ZVWH15221837574215,Mastercard,180069424613989,2025-12-17 01:08:08,BigBasket,Electronics,5457.87,INR,UPI,West Karenfort,Deposit,April,Declined
shaun58,GB25QRYZ44665783746782,Diners Club,30234265780733,2025-04-24 07:35:52,Urban Ladder,Grocery,78062.47,INR,RTGS,Steeleville,Refund,June,Reversed
arthur90,GB98DYCR06105772098646,American Express,213104643615977,2025-12-24 20:49:25,Reliance Retail,Grocery,95104.60,INR,RTGS,Lake Jasmineburgh,Deposit,June,Declined
oreese,GB41ZDSI01182589691171,American Express,5578041160794538,2025-04-02 16:26:44,Future Group,Travel,1282.39,INR,NEFT,Arielfort,Refund,January,Pending
shelleyduarte,GB29MLYM56810274332354,Maestro,4406658890708719,2025-01-16 10:06:09,Fabindia,Travel,51236.41,INR,NEFT,Smithport,Refund,May,Declined
ocarr,GB36PAYV88184198511290,Discover,180006519064900,2025-08-26 23:16:32,Meesho,Dining,80172.59,INR,Mobile Payment,South Walter,Deposit,September,Approved
ryoung,GB40LNBM54743924875764,VISA,6501738673843971,2025-11-22 00:40:55,Marks & Spencer India,Electronics,7114.10,INR,RTGS,Ginaland,Deposit,January,Pending
mcconnellmatthew,GB43FTCK15437888250724,Mastercard,3533573555580691,2025-01-06 23:44:37,CaratLane,Electronics,70474.84,INR,Debit Card,Gomezborough,Withdrawal,June,Pending
tinafoster,GB90NZXR86085697297813,amex,6540549502693369,2025-12-02 10:20:53,Spar Hypermarket,Electronics,88066.03,INR,Mobile Payment,East Edwardhaven,Purchase,July,Declined
bmoreno,GB17XTBR18240541888129,rupay,38417749803278,2025-07-09 11:05:25,Reliance Fresh,Electronics,34621.30,INR,Bank Transfer,Santosfort,Purchase,June,Pending
pjones,GB41OSZM97850565848205,VISA,676168134143,2025-10-14 13:20:31,Reliance Digital,Grocery,91405.53,INR,RTGS,East Heidi,Refund,December,Reversed
lunadaniel,GB68JBMR37972852704859,saphiro,3500927078269977,2025-08-28 03:19:57,V-Mart Retail Ltd,Grocery,95022.21,INR,Mobile Payment,New Charles,Refund,May,Declined
richard47,GB53TZXF10188825393004,chhupay,3511299619974524,2025-05-03 01:01:25,Reliance Retail,Grocery,10125.39,INR,Credit Card,West Patricia,Refund,July,Approved
snydercharles,GB39XFSF01707565639503,amex,3595739305293506,2025-11-22 12:19:17,Amazon India,Electronics,64727.01,INR,Debit Card,Martinton,Withdrawal,October,Reversed
valenciacarol,GB34EJQL26809507301270,rupay,3530726579515571,2025-10-25 21:06:42,V-Mart Retail Ltd,Travel,55501.45,INR,UPI,Johnsonstad,Purchase,November,Approved
graceprice,GB71XIED07537798340160,Mastercard,4773192383347608,2025-04-30 19:49:12,Avenue Supermarts,Electronics,58383.10,INR,Debit Card,Amandaville,Refund,August,Approved
joseph73,GB62BZET90328677712644,Discover,4875565337852251,2025-03-08 03:53:14,CaratLane,Clothing,36283.04,INR,Bank Transfer,Davidland,Purchase,December,Pending
alexander80,GB75JNWB42475511463871,chhupay,4166606081331106,2025-09-29 23:37:06,Marks & Spencer India,Health,51592.72,INR,Credit Card,Port Caitlin,Purchase,February,Declined
qstone,GB52JZYO38950564534845,Maestro,6011447945234547,2025-01-06 18:37:27,ShopClues,Clothing,54780.42,INR,UPI,Lake Josephmouth,Deposit,February,Approved
lgomez,GB56KOGO14351450632928,amex,30421818419469,2025-11-03 23:27:14,Zivame,Travel,80651.06,INR,RTGS,Danielland,Deposit,January,Declined
carl20,GB54YWUK28896259558204,rupay,4251956112889374,2025-04-28 06:59:46,CaratLane,Travel,94846.07,INR,RTGS,North Timothyshire,Purchase,September,Declined
merrittlinda,GB45UFEV46508548063579,VISA,373704970548265,2025-01-04 09:13:40,DMart,Health,25629.83,INR,NEFT,Janemouth,Deposit,November,Pending
qbrown,GB54LTUV00691517737460,amex,180056070867001,2025-07-07 03:12:24,Urban Ladder,Travel,59871.34,INR,RTGS,Jameschester,Refund,June,Pending
williamsjustin,GB74SOWS71667013100371,VISA,4689773383656783199,2025-03-14 23:52:38,Tata CLiQ,Health,91449.27,INR,Bank Transfer,Pageland,Refund,December,Approved
johnsondaniel,GB74SRKZ84637387581666,VISA,30134994933506,2025-02-20 14:07:08,Pantaloons,Grocery,41142.62,INR,Mobile Payment,North Angelafort,Deposit,August,Declined
millerjoshua,GB84BKED82064926755399,chhupay,565076113143,2025-04-07 11:59:47,Decathlon India,Travel,90947.76,INR,Debit Card,Archerville,Purchase,October,Pending
tammy80,GB97DTEF60932041447828,Discover,2268038048558319,2025-08-31 16:28:58,Spar Hypermarket,Dining,26648.77,INR,Bank Transfer,West Jacqueline,Refund,June,Declined
oliverwilliam,GB02CMTV38712055645420,chhupay,2665729847070386,2025-08-29 00:28:20,Meesho,Clothing,72742.00,INR,Mobile Payment,Taylorstad,Purchase,March,Reversed
morenoshirley,GB05BBZR67208414761182,Maestro,6551069088194159,2025-01-18 07:18:58,CaratLane,Dining,94632.54,INR,Mobile Payment,Courtneyside,Refund,April,Reversed
allenkevin,GB97BOVH83550805954024,Mastercard,3502178987226785,2025-12-26 07:16:04,Big Bazaar,Grocery,7629.32,INR,RTGS,East Christopher,Refund,December,Declined
